panel_id,power_output,date,time,lat,lon,site_id,installation_date,manufacturer,batch_model,model,panel_type,panel_area
P001,4.809732371738679,45472.50,15:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.986616554853274,45472.50,16:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.258765780096654,45472.50,17:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.287736718638687,45472.50,18:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.6483345983947326,45472.50,19:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.561358469916035,45472.50,20:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.158900324,45472.50,21:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.1424229390134666,45472.50,22:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.9946821063768974,45472.50,23:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0,45473.50,0:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.2227125396085265,45473.50,1:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.4308880471931582,45473.50,2:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.3619463419593165,45473.50,3:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.9681185828348915,45473.50,4:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.089640418,45473.50,5:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.738807612741394,45473.50,6:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.3965622774346502,45473.50,7:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.611641941,45473.50,8:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.350629564333322,45473.50,9:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.310247132453114,45473.50,10:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.606948970522273,45473.50,11:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.041341370270994,45473.50,12:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.327695981417854,45473.50,13:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.487486075821748,45473.50,14:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.027393584590815,45473.50,15:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.806278739470995,45473.50,16:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.653265148190002,45473.50,17:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.6407537433633603,45473.50,18:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.679182259687394,45473.50,19:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.652332602880778,45473.50,20:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.5489375764049993,45473.50,21:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.5366307053380228,45473.50,22:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.4646133715398618,45473.50,23:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0,45474.50,0:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.942440857,45474.50,1:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.671262755463346,45474.50,2:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.9709287313338191,45474.50,3:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.7035096671002417,45474.50,4:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.8936833555155155,45474.50,5:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.4876757554831257,45474.50,6:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.9256569295025914,45474.50,7:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.9983948976596295,45474.50,8:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.334396110115416,45474.50,9:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,6.1385605081575765,45474.50,10:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.210932007987411,45474.50,11:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.817246136415647,45474.50,12:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,6.4217747564273715,45474.50,13:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.054014399972592,45474.50,14:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.245012715275451,45474.50,15:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.2764390347818653,45474.50,16:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.077085073337966,45474.50,17:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.2399974956525392,45474.50,18:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.189216370368417,45474.50,19:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.804010900199276,45474.50,20:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.2618387,45474.50,21:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.7113175364868214,45474.50,22:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.182637456313191,45474.50,23:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.3614518794612481,45475.50,0:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.3495432841955433,45475.50,1:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.564055823921249,45475.50,2:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.2485926443269406,45475.50,3:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.143253746998444,45475.50,4:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.1108364271321047,45475.50,5:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.171742470031035,45475.50,6:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.207912120955325,45475.50,7:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.978068042739594,45475.50,8:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.735713671,45475.50,9:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.181569373106308,45475.50,10:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.201445616070628,45475.50,11:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.556072227637839,45475.50,12:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.119638521781889,45475.50,13:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.195358273971022,45475.50,14:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.900763508958878,45475.50,15:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.7329619766078963,45475.50,16:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.153901649045318,45475.50,17:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.539993550399067,45475.50,18:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.2432951640544947,45475.50,19:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.0719067060816796,45475.50,20:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.5414227593975052,45475.50,21:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.5441674950400777,45475.50,22:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.18835888308970694,45475.50,23:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0,45476.50,0:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.7389631261961722,45476.50,1:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.2365630715131335,45476.50,2:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.3265558550661414,45476.50,3:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.476320433649954,45476.50,4:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.6989660226107515,45476.50,5:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.207131906651753,45476.50,6:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.443969755131727,45476.50,7:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.751186284,45476.50,8:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.414890752,45476.50,9:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.528042535363315,45476.50,10:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.982675129552479,45476.50,11:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.087044464335396,45476.50,12:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.089177917,45476.50,13:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.231888955400788,45476.50,14:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.090851552,45476.50,15:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.408870198962175,45476.50,16:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.231969949986945,45476.50,17:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.5383913253215367,45476.50,18:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.9226748455619265,45476.50,19:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.286797817182269,45476.50,20:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.285346518147707,45476.50,21:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.3189883337508728,45476.50,22:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.6454494859515534,45476.50,23:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0,45477.50,0:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.30748413568687916,45477.50,1:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.6216790116532007,45477.50,2:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.078615250789495,45477.50,3:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.607516984681066,45477.50,4:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.407903161966165,45477.50,5:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.3699079450455907,45477.50,6:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.4558352483729045,45477.50,7:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.330072191,45477.50,8:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.785995417401941,45477.50,9:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.481871733467328,45477.50,10:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.189434493774371,45477.50,11:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.307473984852006,45477.50,12:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.464184211306072,45477.50,13:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.312576531870768,45477.50,14:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.652075296399772,45477.50,15:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.7970937072310535,45477.50,16:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.9700494174635548,45477.50,17:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.3464792694054974,45477.50,18:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.4111555338803896,45477.50,19:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.6247528186157383,45477.50,20:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.448326827502316,45477.50,21:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.034521433462582296,45477.50,22:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.606768251878881,45477.50,23:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.8827717745007498,45478.50,0:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.6108229388276865,45478.50,1:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.2314104677569513,45478.50,2:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.5525879063331107,45478.50,3:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.8966159762499615,45478.50,4:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.151535813976409,45478.50,5:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.1220855450295493,45478.50,6:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.942864460623974,45478.50,7:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.460222606850341,45478.50,8:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.979555137934968,45478.50,9:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.103872917228304,45478.50,10:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.626761982823363,45478.50,11:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.935235183134565,45478.50,12:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.093865693,45478.50,13:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.899216306774604,45478.50,14:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.1405494060771435,45478.50,15:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.179572493219193,45478.50,16:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.298132801910395,45478.50,17:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.0927268384466227,45478.50,18:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.111101975867729,45478.50,19:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.4547511420902093,45478.50,20:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.9492310817802646,45478.50,21:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.4139886522991747,45478.50,22:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.0067155877905312,45478.50,23:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0,45479.50,0:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.7955473742825789,45479.50,1:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.972466822753284,45479.50,2:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.657571815294462,45479.50,3:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.595838719766836,45479.50,4:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.7171230466578393,45479.50,5:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.725594010693683,45479.50,6:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.5950145178902417,45479.50,7:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.500964656345891,45479.50,8:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.618289810218892,45479.50,9:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.0673838154255515,45479.50,10:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.289503229470274,45479.50,11:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.944198673231741,45479.50,12:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.351892877229331,45479.50,13:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.748776816289974,45479.50,14:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.798101006911939,45479.50,15:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.655092242151853,45479.50,16:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.289868578854925,45479.50,17:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.448529868648691,45479.50,18:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.8028108121030155,45479.50,19:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.7957530551280505,45479.50,20:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.8931764765586372,45479.50,21:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.820924995469939,45479.50,22:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.2402994454765026,45479.50,23:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.31924441431349687,45480.50,0:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.5256600372136913,45480.50,1:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.053640169515532,45480.50,2:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.863939894283091,45480.50,3:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.870575739113983,45480.50,4:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.182451937407707,45480.50,5:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.164648701499399,45480.50,6:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.817412493634834,45480.50,7:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,3.8919075586090406,45480.50,8:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.315267714476371,45480.50,9:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.3488186756689045,45480.50,10:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.7320197047608135,45480.50,11:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.645555956617672,45480.50,12:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.030248890365198,45480.50,13:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.639376082953978,45480.50,14:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.207358508642222,45480.50,15:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,5.171541565416889,45480.50,16:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,4.420839418625951,45480.50,17:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.795538037049458,45480.50,18:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.8643609384884927,45480.50,19:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.2313289439546935,45480.50,20:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,2.5353431353172047,45480.50,21:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,1.0212493865239982,45480.50,22:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
P001,0.3522152562730689,45480.50,23:00:00,42.6526,-73.7562,NY001,1432467,SunPower,B1,SP200,M,1632.9922345509196
